=============
Float 9250 (Alamo/Alto)
-------------
Float 9250, Dive 83
Product ID STANDARD
Software Version 8.0.5
Trajectory
GPS fixes:
fix kind:  DiveStart
fix time:  2022-03-09 00:57:00 UTC
latitude:  69.110233
longitude: -51.9135872
ttf:       10
nsat:      6
min snr:   26
mean snr:  30
max snr:   38
hdop:      1.3

fix kind:  DiveEnd
fix time:  1980-01-06 00:00:00 UTC
latitude:  0
longitude: 0
ttf:       0
nsat:      0
min snr:   0
mean snr:  0
max snr:   0
hdop:      0

Fall/Rise series:
╔════════════╤═════════════════╤═══════════════╗
║       time │ pressure (dBar) │          code ║
║ 1646791109 │        369.0800 │       descent ║
║ 1646791199 │        379.0400 │       descent ║
║ 1646791290 │        389.0400 │       descent ║
║ 1646791378 │        399.0400 │       descent ║
║ 1646791468 │        409.0400 │       descent ║
║ 1646791559 │        419.0800 │       descent ║
║ 1646791649 │        429.0400 │       descent ║
║ 1646791739 │        439.0000 │       descent ║
║ 1646791831 │        449.0800 │       descent ║
║ 1646791923 │        459.0400 │       descent ║
║ 1646792014 │        469.0400 │       descent ║
║ 1646792106 │        479.0400 │       descent ║
║ 1646792195 │        489.0400 │       descent ║
║ 1646792795 │        497.2800 │       descent ║
║ 1646793395 │        497.3200 │       descent ║
║ 1646793995 │        497.3600 │       descent ║
║ 1646794081 │        497.3600 │  descent seek ║
║ 1646794595 │        497.4000 │       descent ║
║ 1646795195 │        497.4400 │       descent ║
║ 1646795795 │        497.4400 │       descent ║
║ 1646796395 │        497.4800 │       descent ║
║ 1646796995 │        497.4800 │       descent ║
║ 1646797595 │        497.5200 │       descent ║
║ 1646797714 │        497.5200 │  descent seek ║
║ 1646798195 │        497.5200 │       descent ║
║ 1646798795 │        497.5200 │       descent ║
║ 1646799395 │        497.5200 │       descent ║
║ 1646799995 │        497.5200 │       descent ║
║ 1646800595 │        497.5200 │       descent ║
║ 1646801195 │        497.5200 │       descent ║
║ 1646801795 │        497.4800 │       descent ║
║ 1646802395 │        497.4800 │       descent ║
║ 1646802995 │        497.4400 │       descent ║
║ 1646803595 │        497.4000 │       descent ║
║ 1646804195 │        497.4000 │       descent ║
║ 1646804795 │        497.3600 │       descent ║
║ 1646804946 │        497.3600 │       descent ║
║ 1647226155 │        496.1600 │  ascent start ║
║ 1647226521 │        486.9200 │        ascent ║
║ 1647226596 │        476.8400 │        ascent ║
║ 1647226669 │        466.8000 │        ascent ║
║ 1647226733 │        456.7600 │        ascent ║
║ 1647226795 │        446.7200 │        ascent ║
║ 1647226858 │        436.8800 │        ascent ║
║ 1647226920 │        426.7200 │        ascent ║
║ 1647226977 │        416.9200 │        ascent ║
║ 1647227035 │        406.9600 │        ascent ║
║ 1647227092 │        396.8000 │        ascent ║
║ 1647227144 │        386.8800 │        ascent ║
║ 1647227196 │        376.8800 │        ascent ║
║ 1647227248 │        366.8800 │        ascent ║
║ 1647227300 │        356.8800 │        ascent ║
║ 1647227350 │        346.7600 │        ascent ║
║ 1647227397 │        336.8800 │        ascent ║
║ 1647227446 │        326.7600 │        ascent ║
║ 1647227493 │        316.9600 │        ascent ║
║ 1647227541 │        306.8400 │        ascent ║
║ 1647227586 │        296.8400 │        ascent ║
║ 1647227631 │        286.8400 │        ascent ║
║ 1647227675 │        276.9600 │        ascent ║
║ 1647227721 │        266.7200 │        ascent ║
║ 1647227765 │        256.8800 │        ascent ║
║ 1647227811 │        246.6800 │        ascent ║
║ 1647227856 │        236.9600 │        ascent ║
║ 1647227901 │        226.9200 │        ascent ║
║ 1647227947 │        216.8400 │        ascent ║
║ 1647227993 │        206.7200 │        ascent ║
║ 1647228036 │        196.8400 │        ascent ║
║ 1647228078 │        186.9200 │        ascent ║
║ 1647228121 │        176.9200 │        ascent ║
║ 1647228165 │        166.6400 │        ascent ║
║ 1647228208 │        156.7200 │        ascent ║
║ 1647228250 │        146.8000 │        ascent ║
║ 1647228293 │        136.9200 │        ascent ║
║ 1647228337 │        126.6400 │        ascent ║
║ 1647228379 │        116.8000 │        ascent ║
║ 1647228422 │        106.9600 │        ascent ║
║ 1647228466 │         96.6800 │        ascent ║
║ 1647228509 │         86.8000 │        ascent ║
║ 1647228551 │         76.8800 │        ascent ║
║ 1647228595 │         66.7200 │        ascent ║
║ 1647228638 │         56.9200 │        ascent ║
║ 1647228682 │         46.9200 │        ascent ║
║ 1647228728 │         36.6800 │        ascent ║
║ 1647228772 │         26.7200 │        ascent ║
║ 1647228815 │         16.9200 │        ascent ║
║ 1647228861 │          6.8000 │        ascent ║
║ 1647228884 │          1.6800 │    ascent end ║
╚════════════╧═════════════════╧═══════════════╝

Science
science data
descending: binned:
<empty>

unbinned:
<empty>

discrete:
<empty>


park/drift: discrete
╔═════════════════╤════════════════════╤════════════════╤════════════════╗
║ pressure (dBar) │ temperature (degC) │ salinity (psu) │ time (seconds) ║
╟─────────────────┼────────────────────┼────────────────┼────────────────╢
║        497.1600 │             2.8690 │        34.2310 │           1201 ║
║        497.0800 │             2.8730 │        34.2340 │           3001 ║
║        496.9600 │             2.8770 │        34.2330 │           4801 ║
║        496.8000 │             2.8770 │        34.2320 │           6601 ║
║        496.6800 │             2.8750 │        34.2330 │           8401 ║
║        496.5600 │             2.8670 │        34.2270 │          10201 ║
║        496.4800 │             2.8700 │        34.2280 │          12001 ║
║        496.4000 │             2.8700 │        34.2300 │          13801 ║
║        496.4000 │             2.8690 │        34.2280 │          15601 ║
║        496.4400 │             2.8770 │        34.2290 │          17401 ║
║        496.4800 │             2.8670 │        34.2240 │          19201 ║
║        496.5600 │             2.8690 │        34.2240 │          21001 ║
║        496.6400 │             2.8680 │        34.2250 │          22801 ║
║        496.7200 │             2.8660 │        34.2240 │          24601 ║
║        496.7600 │             2.8670 │        34.2200 │          26401 ║
║        496.8400 │             2.8660 │        34.2240 │          28201 ║
║        496.9200 │             2.8660 │        34.2210 │          30001 ║
║        497.0000 │             2.8650 │        34.2220 │          31801 ║
║        497.0400 │             2.8630 │        34.2200 │          33601 ║
║        497.0800 │             2.8640 │        34.2190 │          35401 ║
║        497.1200 │             2.8640 │        34.2210 │          37201 ║
║        497.1200 │             2.8650 │        34.2190 │          39001 ║
║        497.0400 │             2.8660 │        34.2220 │          40801 ║
║        496.9600 │             2.8670 │        34.2210 │          42601 ║
║        496.8400 │             2.8670 │        34.2230 │          44401 ║
║        496.7200 │             2.8680 │        34.2210 │          46201 ║
║        496.6000 │             2.8670 │        34.2240 │          48001 ║
║        496.4800 │             2.8660 │        34.2200 │          49801 ║
║        496.3600 │             2.8660 │        34.2210 │          51601 ║
║        496.2800 │             2.8660 │        34.2180 │          53401 ║
║        496.2400 │             2.8660 │        34.2210 │          55201 ║
║        496.1600 │             2.8650 │        34.2200 │          57001 ║
║        496.1600 │             2.8630 │        34.2190 │          58801 ║
║        496.1600 │             2.8650 │        34.2210 │          60601 ║
║        496.1600 │             2.8640 │        34.2190 │          62401 ║
║        496.2400 │             2.8640 │        34.2200 │          64201 ║
║        496.3200 │             2.8640 │        34.2200 │          66001 ║
║        496.4000 │             2.8640 │        34.2140 │          67801 ║
║        496.5200 │             2.8630 │        34.2160 │          69601 ║
║        496.6800 │             2.8600 │        34.2130 │          71401 ║
║        496.8400 │             2.8620 │        34.2170 │          73201 ║
║        496.9600 │             2.8620 │        34.2180 │          75001 ║
║        497.0800 │             2.8620 │        34.2140 │          76801 ║
║        497.2000 │             2.8640 │        34.2170 │          78601 ║
║        497.2800 │             2.8650 │        34.2170 │          80401 ║
║        497.3200 │             2.8650 │        34.2180 │          82201 ║
║        497.3200 │             2.8640 │        34.2180 │          84001 ║
║        497.3200 │             2.8640 │        34.2170 │          85801 ║
║        497.2800 │             2.8610 │        34.2200 │          87601 ║
║        497.2400 │             2.8570 │        34.2150 │          89401 ║
║        497.1600 │             2.8620 │        34.2120 │          91201 ║
║        497.0800 │             2.8630 │        34.2150 │          93001 ║
║        496.9600 │             2.8650 │        34.2160 │          94801 ║
║        496.8800 │             2.8600 │        34.2140 │          96601 ║
║        496.8000 │             2.8580 │        34.2170 │          98401 ║
║        496.7200 │             2.8630 │        34.2140 │         100201 ║
║        496.6800 │             2.8630 │        34.2140 │         102001 ║
║        496.6400 │             2.8630 │        34.2150 │         103801 ║
║        496.6000 │             2.8650 │        34.2150 │         105601 ║
║        496.6000 │             2.8650 │        34.2130 │         107401 ║
║        496.6400 │             2.8670 │        34.2150 │         109201 ║
║        496.6400 │             2.8630 │        34.2110 │         111001 ║
║        496.6800 │             2.8620 │        34.2120 │         112801 ║
║        496.7200 │             2.8610 │        34.2140 │         114601 ║
║        496.7200 │             2.8620 │        34.2120 │         116401 ║
║        496.8000 │             2.8620 │        34.2110 │         118201 ║
║        496.8400 │             2.8600 │        34.2110 │         120001 ║
║        496.8800 │             2.8600 │        34.2100 │         121801 ║
║        496.8800 │             2.8580 │        34.2120 │         123601 ║
║        496.8800 │             2.8600 │        34.2110 │         125401 ║
║        496.8800 │             2.8590 │        34.2090 │         127201 ║
║        496.8400 │             2.8590 │        34.2090 │         129001 ║
║        496.8000 │             2.8600 │        34.2140 │         130801 ║
║        496.7200 │             2.8590 │        34.2130 │         132601 ║
║        496.6400 │             2.8600 │        34.2080 │         134401 ║
║        496.5600 │             2.8610 │        34.2100 │         136201 ║
║        496.4800 │             2.8610 │        34.2100 │         138001 ║
║        496.4000 │             2.8610 │        34.2110 │         139801 ║
║        496.3600 │             2.8620 │        34.2100 │         141601 ║
║        496.2800 │             2.8610 │        34.2090 │         143401 ║
║        496.2400 │             2.8600 │        34.2120 │         145201 ║
║        496.2000 │             2.8610 │        34.2110 │         147001 ║
║        496.1600 │             2.8740 │        34.2110 │         148801 ║
║        496.2000 │             2.8690 │        34.2120 │         150601 ║
║        496.2000 │             2.8720 │        34.2130 │         152401 ║
║        496.2400 │             2.8730 │        34.2120 │         154201 ║
║        496.3200 │             2.8730 │        34.2140 │         156001 ║
║        496.4400 │             2.8690 │        34.2140 │         157801 ║
║        496.5200 │             2.8650 │        34.2120 │         159601 ║
║        496.6400 │             2.8620 │        34.2150 │         161401 ║
║        496.7600 │             2.8600 │        34.2100 │         163201 ║
║        496.8400 │             2.8570 │        34.2110 │         165001 ║
║        496.9200 │             2.8570 │        34.2050 │         166801 ║
║        497.0000 │             2.8510 │        34.2090 │         168601 ║
║        497.0800 │             2.8530 │        34.2060 │         170401 ║
║        497.1200 │             2.8490 │        34.2060 │         172201 ║
║        497.1600 │             2.8670 │        34.2110 │         174001 ║
║        497.1600 │             2.8790 │        34.2120 │         175801 ║
║        497.1600 │             2.8850 │        34.2160 │         177601 ║
║        497.1200 │             2.8870 │        34.2170 │         179401 ║
║        497.1200 │             2.8890 │        34.2160 │         181201 ║
║        497.0400 │             2.8850 │        34.2150 │         183001 ║
║        497.0000 │             2.8820 │        34.2180 │         184801 ║
║        496.9600 │             2.8780 │        34.2130 │         186601 ║
║        496.8800 │             2.8800 │        34.2180 │         188401 ║
║        496.8400 │             2.8850 │        34.2130 │         190201 ║
║        496.8000 │             2.8810 │        34.2150 │         192001 ║
║        496.7600 │             2.8750 │        34.2080 │         193801 ║
║        496.7200 │             2.8720 │        34.2100 │         195601 ║
║        496.7200 │             2.8680 │        34.2080 │         197401 ║
║        496.6800 │             2.8660 │        34.2090 │         199201 ║
║        496.6400 │             2.8660 │        34.2090 │         201001 ║
║        496.6400 │             2.8660 │        34.2060 │         202801 ║
║        496.6400 │             2.8660 │        34.2080 │         204601 ║
║        496.6400 │             2.8670 │        34.2090 │         206401 ║
║        496.6400 │             2.8710 │        34.2090 │         208201 ║
║        496.6800 │             2.8720 │        34.2080 │         210001 ║
║        496.6800 │             2.8730 │        34.2090 │         211801 ║
║        496.7200 │             2.8730 │        34.2090 │         213601 ║
║        496.7200 │             2.8720 │        34.2070 │         215401 ║
║        496.7200 │             2.8720 │        34.2090 │         217201 ║
║        496.7200 │             2.8720 │        34.2100 │         219001 ║
║        496.6800 │             2.8710 │        34.2090 │         220801 ║
║        496.6400 │             2.8720 │        34.2080 │         222601 ║
║        496.6000 │             2.8710 │        34.2080 │         224401 ║
║        496.5200 │             2.8710 │        34.2080 │         226201 ║
║        496.4800 │             2.8710 │        34.2080 │         228001 ║
║        496.4400 │             2.8720 │        34.2060 │         229801 ║
║        496.4000 │             2.8750 │        34.2070 │         231601 ║
║        496.3600 │             2.8780 │        34.2080 │         233401 ║
║        496.3200 │             2.8780 │        34.2070 │         235201 ║
║        496.2800 │             2.8800 │        34.2070 │         237001 ║
║        496.2800 │             2.8790 │        34.2080 │         238801 ║
║        496.2800 │             2.8800 │        34.2090 │         240601 ║
║        496.2800 │             2.8790 │        34.2090 │         242401 ║
║        496.3200 │             2.8790 │        34.2080 │         244201 ║
║        496.3600 │             2.8790 │        34.2090 │         246001 ║
║        496.4000 │             2.8790 │        34.2090 │         247801 ║
║        496.4800 │             2.8780 │        34.2100 │         249601 ║
║        496.5600 │             2.8770 │        34.2090 │         251401 ║
║        496.6400 │             2.8750 │        34.2080 │         253201 ║
║        496.7600 │             2.8740 │        34.2050 │         255001 ║
║        496.8400 │             2.8680 │        34.2090 │         256801 ║
║        496.9200 │             2.8760 │        34.2050 │         258601 ║
║        497.0000 │             2.8750 │        34.2070 │         260401 ║
║        497.0800 │             2.8740 │        34.2070 │         262201 ║
║        497.1600 │             2.8700 │        34.2060 │         264001 ║
║        497.2000 │             2.8710 │        34.2040 │         265801 ║
║        497.2400 │             2.8610 │        34.2100 │         267601 ║
║        497.2400 │             2.8650 │        34.2060 │         269401 ║
║        497.2400 │             2.8680 │        34.2010 │         271201 ║
║        497.2000 │             2.8650 │        34.2050 │         273001 ║
║        497.1600 │             2.8680 │        34.2040 │         274801 ║
║        497.0800 │             2.8710 │        34.2010 │         276601 ║
║        497.0000 │             2.8660 │        34.2050 │         278401 ║
║        496.9200 │             2.8680 │        34.2020 │         280201 ║
║        496.8400 │             2.8680 │        34.2020 │         282001 ║
║        496.7600 │             2.8670 │        34.2010 │         283801 ║
║        496.6400 │             2.8690 │        34.2020 │         285601 ║
║        496.6000 │             2.8710 │        34.2000 │         287401 ║
║        496.5200 │             2.8700 │        34.2000 │         289201 ║
║        496.4800 │             2.8690 │        34.2000 │         291001 ║
║        496.4400 │             2.8700 │        34.2000 │         292801 ║
║        496.4400 │             2.8680 │        34.2010 │         294601 ║
║        496.4400 │             2.8680 │        34.1980 │         296401 ║
║        496.4400 │             2.8770 │        34.2020 │         298201 ║
║        496.4800 │             2.8730 │        34.2050 │         300001 ║
║        496.5200 │             2.8760 │        34.2010 │         301801 ║
║        496.5200 │             2.8750 │        34.1990 │         303601 ║
║        496.5600 │             2.8770 │        34.2010 │         305401 ║
║        496.6000 │             2.8770 │        34.1990 │         307201 ║
║        496.6000 │             2.8780 │        34.2000 │         309001 ║
║        496.6000 │             2.8770 │        34.2000 │         310801 ║
║        496.6000 │             2.8780 │        34.2000 │         312601 ║
║        496.5600 │             2.8770 │        34.1990 │         314401 ║
║        496.5600 │             2.8770 │        34.1990 │         316201 ║
║        496.5600 │             2.8750 │        34.2000 │         318001 ║
║        496.5200 │             2.8760 │        34.1990 │         319801 ║
║        496.4800 │             2.8750 │        34.1980 │         321601 ║
║        496.4400 │             2.8750 │        34.1970 │         323401 ║
║        496.4000 │             2.8760 │        34.2000 │         325201 ║
║        496.3200 │             2.8790 │        34.1990 │         327001 ║
║        496.2800 │             2.8790 │        34.1990 │         328801 ║
║        496.2800 │             2.8790 │        34.1990 │         330601 ║
║        496.2800 │             2.8790 │        34.2030 │         332401 ║
║        496.2800 │             2.8780 │        34.2020 │         334201 ║
║        496.2800 │             2.8760 │        34.2010 │         336001 ║
║        496.3200 │             2.8750 │        34.1990 │         337801 ║
║        496.4000 │             2.8760 │        34.2030 │         339601 ║
║        496.5200 │             2.8770 │        34.1990 │         341401 ║
║        496.6400 │             2.8770 │        34.2000 │         343201 ║
║        496.7600 │             2.8750 │        34.2020 │         345001 ║
║        496.8800 │             2.8770 │        34.2020 │         346801 ║
║        497.0000 │             2.8760 │        34.1990 │         348601 ║
║        497.0800 │             2.8750 │        34.2000 │         350401 ║
║        497.2000 │             2.8760 │        34.1950 │         352201 ║
║        497.2800 │             2.8760 │        34.1970 │         354001 ║
║        497.3200 │             2.8760 │        34.1970 │         355801 ║
║        497.4000 │             2.8760 │        34.1980 │         357601 ║
║        497.4400 │             2.8760 │        34.1990 │         359401 ║
║        497.4400 │             2.8770 │        34.2030 │         361201 ║
║        497.4000 │             2.8740 │        34.2000 │         363001 ║
║        497.3600 │             2.8730 │        34.1960 │         364801 ║
║        497.2800 │             2.8720 │        34.1960 │         366601 ║
║        497.1200 │             2.8740 │        34.1980 │         368401 ║
║        497.0000 │             2.8770 │        34.2010 │         370201 ║
║        496.8400 │             2.8750 │        34.1990 │         372001 ║
║        496.7200 │             2.8790 │        34.1990 │         373801 ║
║        496.6400 │             2.8800 │        34.1990 │         375601 ║
║        496.5600 │             2.8820 │        34.2000 │         377401 ║
║        496.4800 │             2.8820 │        34.1980 │         379201 ║
║        496.4000 │             2.8800 │        34.1980 │         381001 ║
║        496.3600 │             2.8780 │        34.1970 │         382801 ║
║        496.3200 │             2.8770 │        34.1970 │         384601 ║
║        496.3200 │             2.8750 │        34.1960 │         386401 ║
║        496.3200 │             2.8730 │        34.1940 │         388201 ║
║        496.3600 │             2.8720 │        34.1950 │         390001 ║
║        496.4400 │             2.8730 │        34.1940 │         391801 ║
║        496.4800 │             2.8730 │        34.1930 │         393601 ║
║        496.5600 │             2.8730 │        34.1930 │         395401 ║
║        496.6000 │             2.8720 │        34.1930 │         397201 ║
║        496.6400 │             2.8760 │        34.1930 │         399001 ║
║        496.6400 │             2.8770 │        34.1950 │         400801 ║
║        496.6400 │             2.8750 │        34.1920 │         402601 ║
║        496.6400 │             2.8760 │        34.1940 │         404401 ║
║        496.6000 │             2.8770 │        34.1950 │         406201 ║
║        496.5200 │             2.8750 │        34.1940 │         408001 ║
║        496.4800 │             2.8750 │        34.1930 │         409801 ║
║        496.4000 │             2.8750 │        34.1920 │         411601 ║
║        496.3200 │             2.8740 │        34.1930 │         413401 ║
║        496.2400 │             2.8750 │        34.1960 │         415201 ║
║        496.1600 │             2.8760 │        34.1940 │         417001 ║
║        496.1200 │             2.8750 │        34.1930 │         418801 ║
╚═════════════════╧════════════════════╧════════════════╧════════════════╝


ascending: binned:
╔═════════════════╤════════════════════╤════════════════╤══════════════╗
║ pressure (dBar) │ temperature (degC) │ salinity (psu) │ tcond (degC) ║
╟─────────────────┼────────────────────┼────────────────┼──────────────╢
║        496.1600 │             2.8760 │        34.1950 │       2.9230 ║
║        495.5600 │             2.8750 │        34.2000 │       2.9290 ║
║        494.5600 │             2.8730 │        34.2060 │       2.9600 ║
║        493.4800 │             2.8710 │        34.2090 │       2.8810 ║
║        492.4400 │             2.8700 │        34.2110 │       2.9820 ║
║        491.4800 │             2.8700 │        34.2120 │       2.9160 ║
║        490.4800 │             2.8690 │        34.2120 │       2.8620 ║
║        489.4000 │             2.8670 │        34.2130 │       2.9050 ║
║        488.4800 │             2.8650 │        34.2130 │       2.8580 ║
║        487.5600 │             2.8630 │        34.2140 │       2.9160 ║
║        486.5200 │             2.8600 │        34.2130 │       2.9600 ║
║        485.4400 │             2.8590 │        34.2130 │       2.9050 ║
║        484.4800 │             2.8590 │        34.2150 │       2.9020 ║
║        483.5600 │             2.8580 │        34.2130 │       2.9160 ║
║        482.4800 │             2.8580 │        34.2130 │       2.8180 ║
║        481.5600 │             2.8570 │        34.2130 │       2.9020 ║
║        480.6000 │             2.8570 │        34.2150 │       2.9380 ║
║        479.5200 │             2.8570 │        34.2140 │       2.9820 ║
║        478.4400 │             2.8570 │        34.2140 │       2.8730 ║
║        477.4800 │             2.8560 │        34.2150 │       2.9600 ║
║        476.5600 │             2.8530 │        34.2130 │       2.8730 ║
║        475.4400 │             2.8500 │        34.2130 │       2.9380 ║
║        474.4800 │             2.8500 │        34.2110 │       2.9310 ║
║        473.5200 │             2.8490 │        34.2130 │       2.8840 ║
║        472.5600 │             2.8490 │        34.2130 │       2.9160 ║
║        471.5600 │             2.8470 │        34.2130 │       2.9160 ║
║        470.4800 │             2.8460 │        34.2110 │       2.8400 ║
║        469.4800 │             2.8440 │        34.2120 │       2.9450 ║
║        468.5200 │             2.8450 │        34.2120 │       2.9490 ║
║        467.4000 │             2.8440 │        34.2120 │       2.9600 ║
║        466.4400 │             2.8440 │        34.2120 │       2.8580 ║
║        465.6000 │             2.8450 │        34.2110 │       2.9450 ║
║        464.5200 │             2.8450 │        34.2120 │       2.8840 ║
║        463.4800 │             2.8440 │        34.2110 │       2.8580 ║
║        462.5200 │             2.8430 │        34.2120 │       3.0470 ║
║        461.5600 │             2.8420 │        34.2120 │       2.9020 ║
║        460.5600 │             2.8400 │        34.2110 │       3.0320 ║
║        459.6000 │             2.8390 │        34.2120 │       2.8580 ║
║        458.6400 │             2.8370 │        34.2120 │       2.8870 ║
║        457.4800 │             2.8360 │        34.2110 │       2.7960 ║
║        456.3600 │             2.8360 │        34.2110 │       2.9600 ║
║        455.3600 │             2.8350 │        34.2120 │       2.7120 ║
║        454.4400 │             2.8350 │        34.2100 │       2.9020 ║
║        453.4400 │             2.8330 │        34.2110 │       2.8140 ║
║        452.4800 │             2.8320 │        34.2100 │       2.8000 ║
║        451.4800 │             2.8300 │        34.2120 │       2.8430 ║
║        450.5600 │             2.8290 │        34.2090 │       3.0180 ║
║        449.6000 │             2.8290 │        34.2090 │       2.9740 ║
║        448.6400 │             2.8250 │        34.2090 │       2.9740 ║
║        447.5200 │             2.8250 │        34.2090 │       2.8620 ║
║        446.4000 │             2.8230 │        34.2070 │       2.9310 ║
║        445.4400 │             2.8210 │        34.2070 │       2.9890 ║
║        444.4800 │             2.8180 │        34.2050 │       2.9310 ║
║        443.5200 │             2.8170 │        34.2060 │       2.9310 ║
║        442.6000 │             2.8150 │        34.2060 │       2.8140 ║
║        441.6000 │             2.8120 │        34.2050 │       2.9310 ║
║        440.5200 │             2.8110 │        34.2040 │       2.8840 ║
║        439.4000 │             2.8120 │        34.2040 │       2.8430 ║
║        438.4800 │             2.8110 │        34.2050 │       2.9740 ║
║        437.5600 │             2.8110 │        34.2040 │       2.8290 ║
║        436.4800 │             2.8100 │        34.2040 │       2.8730 ║
║        435.4000 │             2.8100 │        34.2040 │       2.9020 ║
║        434.5200 │             2.8090 │        34.2040 │       2.8870 ║
║        433.5600 │             2.8100 │        34.2040 │       2.8290 ║
║        432.4800 │             2.8100 │        34.2040 │       2.9160 ║
║        431.3600 │             2.8100 │        34.2050 │       2.8580 ║
║        430.4000 │             2.8100 │        34.2030 │       2.8580 ║
║        429.3600 │             2.8100 │        34.2050 │       2.9450 ║
║        428.4800 │             2.8090 │        34.2060 │       2.9380 ║
║        427.6400 │             2.8100 │        34.2050 │       2.7710 ║
║        426.5600 │             2.8090 │        34.2050 │       2.8290 ║
║        425.5200 │             2.8080 │        34.2040 │       2.7560 ║
║        424.4800 │             2.8070 │        34.2040 │       2.8140 ║
║        423.4800 │             2.8070 │        34.2050 │       2.9160 ║
║        422.4000 │             2.8070 │        34.2040 │       2.9450 ║
║        421.4000 │             2.8060 │        34.2060 │       2.9160 ║
║        420.5200 │             2.8070 │        34.2040 │       2.8510 ║
║        419.4800 │             2.8040 │        34.2040 │       2.7520 ║
║        418.4800 │             2.8050 │        34.2030 │       2.7410 ║
║        417.6000 │             2.8040 │        34.2040 │       2.8140 ║
║        416.6000 │             2.8000 │        34.2020 │       3.0180 ║
║        415.5600 │             2.7940 │        34.2010 │       2.8290 ║
║        414.5200 │             2.7910 │        34.2000 │       2.9600 ║
║        413.4800 │             2.7890 │        34.2000 │       2.8290 ║
║        412.4400 │             2.7870 │        34.2000 │       2.8140 ║
║        411.3600 │             2.7820 │        34.1980 │       2.9160 ║
║        410.4800 │             2.7780 │        34.1980 │       2.9380 ║
║        409.6400 │             2.7770 │        34.1970 │       2.8140 ║
║        408.5600 │             2.7750 │        34.1970 │       2.8870 ║
║        407.5200 │             2.7730 │        34.1950 │       2.7850 ║
║        406.4800 │             2.7730 │        34.1960 │       2.8870 ║
║        405.4400 │             2.7710 │        34.1950 │       2.7560 ║
║        404.3600 │             2.7710 │        34.1950 │       2.8730 ║
║        403.3600 │             2.7690 │        34.1950 │       2.7410 ║
║        402.4400 │             2.7680 │        34.1930 │       2.7850 ║
║        401.5200 │             2.7660 │        34.1940 │       2.9160 ║
║        400.4800 │             2.7660 │        34.1940 │       2.8140 ║
║        399.4000 │             2.7640 │        34.1950 │       2.9160 ║
║        398.5200 │             2.7640 │        34.1930 │       2.7850 ║
║        397.6000 │             2.7640 │        34.1940 │       2.7850 ║
║        396.5200 │             2.7620 │        34.1930 │       2.8140 ║
║        395.4800 │             2.7620 │        34.1920 │       2.7270 ║
║        394.5200 │             2.7610 │        34.1940 │       2.9820 ║
║        393.6400 │             2.7600 │        34.1920 │       2.9600 ║
║        392.4800 │             2.7580 │        34.1920 │       2.8430 ║
║        391.3600 │             2.7560 │        34.1910 │       2.8870 ║
║        390.3600 │             2.7560 │        34.1900 │       2.7850 ║
║        389.5600 │             2.7550 │        34.1910 │       2.9380 ║
║        388.6000 │             2.7540 │        34.1880 │       2.7850 ║
║        387.6000 │             2.7490 │        34.1880 │       2.7630 ║
║        386.6000 │             2.7480 │        34.1890 │       2.8140 ║
║        385.4800 │             2.7480 │        34.1900 │       2.7710 ║
